codigo,tipo,titulo,capítulo,secuencia,FEN,bando_que_mueve,objetivo,nivel,comentario_blancas,comentario_negras,continuidad_didactica,referencia_en_manual
ESC-E30,ejercicio,"Continuar · Tras ...f6, ¿cómo refuerza el blanco e5 sin cerrar sus piezas?",Ampliación D,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8b4 c2c3 b4e7 d4c6 b7c6 f1d3 d7d5 e1g1 g8f6 e4e5 f6d7 f1e1 d7c5 d3c2 e8g8 b1d2 f7f6,r1bq1rk1/p1p1b1pp/2p2p2/2npP3/8/2P5/PPBN1PPP/R1BQR1K1 w - - 0 13,blancas,"Tras ...f6, ¿cómo refuerza el blanco e5 sin cerrar sus piezas?",Continuar,Candidata o respuesta esperada: 13.Cf3,"Mejor recurso rival incluido en la solución: Cf3 defiende e5, prepara h3 y permite que la dama siga conectada con el centro. 13.exf6 entrega el espacio antes de obligar a las negras a recapturar con una pieza concreta.",Pista: Genera dos candidatas concretas y calcula la mejor respuesta rival. Error típico: 13.f4?! deja e3 y g1 sensibles. Referencias: ESC-M03-P4; ESC-S06,ESC-E30 · Ampliación D
ESC-E31,ejercicio,Explicar · Explique por qué 3.d4 es coherente aunque el peón vaya a ser capturado.,Ampliación D,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4,r1bqkbnr/pppp1ppp/2n5/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,blancas,Explique por qué 3.d4 es coherente aunque el peón vaya a ser capturado.,Explicar,Candidata o respuesta esperada: Obliga a definir el centro,"Mejor recurso rival incluido en la solución: d4 ataca e5 y abre la columna d. Tras ...exd4 Cxd4, las blancas recuperan el material con una pieza activa y obtienen líneas para los alfiles.",Pista: Genera dos candidatas concretas y calcula la mejor respuesta rival. Error típico: Decir solo «controla el centro» sin mencionar la secuencia de capturas. Referencias: ESC-P03,ESC-E31 · Ampliación D
ESC-E32,ejercicio,Explicar · Explique la finalidad de 5.Cxc6 contra ...Cf6.,Ampliación D,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6,r1bqkb1r/pppp1ppp/2n2n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,blancas,Explique la finalidad de 5.Cxc6 contra ...Cf6.,Explicar,Candidata o respuesta esperada: Cambiar estructura y eliminar defensor,"Mejor recurso rival incluido en la solución: Cxc6 elimina el caballo que sostiene e5 y obliga ...bxc6. El objetivo no es ganar un peón de inmediato, sino crear c6/d5 como blancos y reducir el control negro de d4.",Pista: Genera dos candidatas concretas y calcula la mejor respuesta rival. Error típico: Afirmar que los peones doblados son siempre débiles. Referencias: ESC-P05; ESC-S02,ESC-E32 · Ampliación D
ESC-E33,ejercicio,Explicar · ¿Por qué ...d5 es la liberación negra más importante?,Ampliación D,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6 d4c6 b7c6 f1d3 d7d5,r1bqkb1r/p1p2ppp/2p2n2/3p4/4P3/3B4/PPP2PPP/RNBQK2R w KQkq d6 0 7,blancas,¿Por qué ...d5 es la liberación negra más importante?,Explicar,Candidata o respuesta esperada: Abre el alfil c8 y disputa e4,"Mejor recurso rival incluido en la solución: ...d5 ataca el centro blanco, libera el alfil de c8 y puede transformar c6 en un peón activo en d5. Si negras no logra esa ruptura, c6 queda más fácil de fijar.",Pista: Genera dos candidatas concretas y calcula la mejor respuesta rival. Error típico: Describir ...d5 como simple avance de espacio. Referencias: ESC-P06; ESC-S03,ESC-E33 · Ampliación D
ESC-E34,ejercicio,Explicar · ¿Qué tres funciones cumple 5.c3 ante ...Ab4+?,Ampliación D,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8b4,r1bqk1nr/pppp1ppp/2n5/8/1b1NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,blancas,¿Qué tres funciones cumple 5.c3 ante ...Ab4+?,Explicar,"Candidata o respuesta esperada: Bloquea, sostiene d4 y gana espacio","Mejor recurso rival incluido en la solución: c3 corta la diagonal b4-e1, protege el caballo d4 frente a cambios y obliga al alfil a gastar otro tiempo. Además reserva c2 para el alfil si la estructura lo permite.",Pista: Genera dos candidatas concretas y calcula la mejor respuesta rival. Error típico: Jugar c3 sin notar que limita Cb1-c3. Referencias: ESC-M03-P1,ESC-E34 · Ampliación D
ESC-E35,ejercicio,Explicar · ¿Por qué ...f6 solo es correcta después del enroque?,Ampliación D,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8b4 c2c3 b4e7 d4c6 b7c6 f1d3 d7d5 e1g1 g8f6 e4e5 f6d7 f1e1 d7c5 d3c2 e8g8 b1d2 f7f6,r1bq1rk1/p1p1b1pp/2p2p2/2npP3/8/2P5/PPBN1PPP/R1BQR1K1 w - - 0 13,blancas,¿Por qué ...f6 solo es correcta después del enroque?,Explicar,Candidata o respuesta esperada: Abre la columna f con la torre preparada,"Mejor recurso rival incluido en la solución: La captura exf6 permite ...Txf6, activando una torre. Con el rey en e8, abrir f-file podría dejar diagonales y jaques; tras O-O, la torre recaptura y el rey queda detrás de peones.",Pista: Genera dos candidatas concretas y calcula la mejor respuesta rival. Error típico: Jugar ...f6 como reflejo sin comprobar e6/g6. Referencias: ESC-S06; ESC-M03,ESC-E35 · Ampliación D
ESC-E36,ejercicio,"Tablero virtual · Desde esta FEN, reproduce el plan estructural de cuatro medias jugadas.",Ampliación D,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6 d4c6 b7c6,r1bqkb1r/p1pp1ppp/2p2n2/8/4P3/8/PPP2PPP/RNBQKB1R w KQkq - 0 6,blancas,"Desde esta FEN, reproduce el plan estructural de cuatro medias jugadas.",Tablero virtual,Candidata o respuesta esperada: 6.Ad3 d5 7.exd5 cxd5,"Mejor recurso rival incluido en la solución: La secuencia desarrolla, fuerza la ruptura y crea el peón d5. Después detén el tablero y verbaliza: objetivo blanco d5; contrajuego negro ...c5.",Pista: Genera dos candidatas concretas y calcula la mejor respuesta rival. Error típico: Mover 6.e5 sin estudiar la respuesta ...De7. Referencias: ESC-P05; ESC-P07,ESC-E36 · Ampliación D
ESC-E37,ejercicio,Tablero virtual · Reproduce una continuación segura de la Clásica.,Ampliación D,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8c5 c1e3 d8f6 c2c3 g8e7,r1b1k2r/ppppnppp/2n2q2/2b5/3NP3/2P1B3/PP3PPP/RN1QKB1R w KQkq - 1 7,blancas,Reproduce una continuación segura de la Clásica.,Tablero virtual,Candidata o respuesta esperada: 7.Ac4 O-O 8.O-O,Mejor recurso rival incluido en la solución: Ac4 completa el flanco de rey; ...O-O asegura al negro; O-O pone a salvo al blanco. La prioridad común es terminar desarrollo antes de ...d5.,Pista: Genera dos candidatas concretas y calcula la mejor respuesta rival. Error típico: 7.f4?! d5 abre el centro con el rey blanco en e1. Referencias: ESC-S04,ESC-E37 · Ampliación D
ESC-E38,ejercicio,Tablero virtual · La dama negra acaba de capturar e4 con jaque. Reproduce la defensa activa.,Ampliación D,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 d8h4 d4b5 h4e4 f1e2,r1b1kbnr/pppp1ppp/2n5/1N6/4q3/8/PPP1BPPP/RNBQK2R b KQkq - 1 6,negras,La dama negra acaba de capturar e4 con jaque. Reproduce la defensa activa.,Tablero virtual,Analizar la respuesta blanca antes de decidir.,"Mejor recurso rival incluido en la solución: Ae2 bloquea desarrollando, el rey negro pierde el enroque y O-O activa la torre. La secuencia muestra por qué el peón e4 no era gratis.",Pista: Genera dos candidatas concretas y calcula la mejor respuesta rival. Error típico: 6.Rd2? bloquea la dama y mantiene el rey expuesto. Referencias: ESC-M02,ESC-E38 · Ampliación D
ESC-E39,ejercicio,"Tablero virtual · Desde la cadena e5, reproduce el plan de coordinación blanco.",Ampliación D,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8b4 c2c3 b4e7 d4c6 b7c6 f1d3 d7d5 e1g1 g8f6 e4e5 f6d7,r1bqk2r/p1pnbppp/2p5/3pP3/8/2PB4/PP3PPP/RNBQ1RK1 w kq - 1 10,blancas,"Desde la cadena e5, reproduce el plan de coordinación blanco.",Tablero virtual,Candidata o respuesta esperada: 10.Te1 Cc5 11.Ac2,Mejor recurso rival incluido en la solución: Te1 sostiene e5; ...Cc5 busca d3/e4; Ac2 conserva el alfil y mantiene la diagonal h7. Después el caballo b1 irá a d2-f3.,Pista: Genera dos candidatas concretas y calcula la mejor respuesta rival. Error típico: 10.f4?! permite ...d6 y ...f6 con el rey aún vulnerable. Referencias: ESC-M03; ESC-S06,ESC-E39 · Ampliación D
ESC-E40,ejercicio,Revisión global · Construya el repertorio mínimo contra las tres respuestas principales del negro.,Ampliación D,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6,r1bqkb1r/pppp1ppp/2n2n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,blancas,Construya el repertorio mínimo contra las tres respuestas principales del negro.,Revisión global,Candidata o respuesta esperada: ...Cf6: Cxc6; ...Ac5: Ae3; ...Ab4+: c3,"Mejor recurso rival incluido en la solución: Las tres respuestas comparten una lógica: crear una estructura contra ...Cf6, proteger el caballo desarrollando contra ...Ac5 y bloquear con utilidad contra el jaque. Después, enrocar y reconocer ...d5.",Pista: Genera dos candidatas concretas y calcula la mejor respuesta rival. Error típico: Memorizar variantes sin asociarlas a una estructura. Referencias: Repertorio práctico; ESC-S01 a S06,ESC-E40 · Ampliación D
